person,date,first_time,last_time,duration_min,grid_ci,grid_rj,grid_center_lon,grid_center_lat,dist_home_m,is_home,is_sw,is_pv,is_pn,place_id,next_step,visit_order_in_day,action_order,first_dt,last_dt,trip_id,action_order_in_trip
0,2008-10-28,00:40:31,00:52:51,12.3,39,56,116.29405,40.011299,2549.5,0,0,1,0,Pv7,pv,2,2,2008-10-28 00:40:31,2008-10-28 00:52:51,1,2
0,2008-10-28,00:52:56,00:52:56,0.0,40,56,116.299908,40.011335,2061.6,0,0,1,0,Pv8,pv,3,3,2008-10-28 00:52:56,2008-10-28 00:52:56,1,3
0,2008-10-28,00:53:01,00:54:41,1.7,39,56,116.29405,40.011299,2549.5,0,0,1,0,Pv7,pv,4,4,2008-10-28 00:53:01,2008-10-28 00:54:41,1,4
0,2008-10-28,00:54:46,00:54:51,0.1,40,56,116.299908,40.011335,2061.6,0,0,1,0,Pv8,pv,5,5,2008-10-28 00:54:46,2008-10-28 00:54:51,1,5
0,2008-10-28,00:54:56,01:01:01,6.1,39,56,116.29405,40.011299,2549.5,0,0,1,0,Pv7,pv,6,6,2008-10-28 00:54:56,2008-10-28 01:01:01,1,6
0,2008-10-28,01:01:06,01:06:11,5.1,40,56,116.299908,40.011335,2061.6,0,0,1,0,Pv8,pv,7,7,2008-10-28 01:01:06,2008-10-28 01:06:11,1,7
0,2008-10-28,01:06:16,01:06:16,0.0,39,56,116.29405,40.011299,2549.5,0,0,1,0,Pv7,pv,8,8,2008-10-28 01:06:16,2008-10-28 01:06:16,1,8
0,2008-10-28,01:06:21,01:07:31,1.2,40,56,116.299908,40.011335,2061.6,0,0,1,0,Pv8,pv,9,9,2008-10-28 01:06:21,2008-10-28 01:07:31,1,9
0,2008-10-28,01:07:36,01:22:31,14.9,39,56,116.29405,40.011299,2549.5,0,0,1,0,Pv7,pv,10,10,2008-10-28 01:07:36,2008-10-28 01:22:31,1,10
0,2008-10-28,01:22:36,01:43:36,21.0,39,55,116.294097,40.006795,2500.0,0,0,1,0,Pv6,pv,11,11,2008-10-28 01:22:36,2008-10-28 01:43:36,1,11
0,2008-10-28,01:43:41,01:47:31,3.8,39,56,116.29405,40.011299,2549.5,0,0,1,0,Pv7,pv,12,12,2008-10-28 01:43:41,2008-10-28 01:47:31,1,12
0,2008-10-28,01:47:36,01:48:31,0.9,40,56,116.299908,40.011335,2061.6,0,0,1,0,Pv8,pv,13,13,2008-10-28 01:47:36,2008-10-28 01:48:31,1,13
0,2008-10-28,01:48:36,01:50:01,1.4,39,56,116.29405,40.011299,2549.5,0,0,1,0,Pv7,pv,14,14,2008-10-28 01:48:36,2008-10-28 01:50:01,1,14
0,2008-10-28,01:50:06,02:07:41,17.6,39,55,116.294097,40.006795,2500.0,0,0,1,0,Pv6,pv,15,15,2008-10-28 01:50:06,2008-10-28 02:07:41,1,15
0,2008-10-28,02:07:46,02:12:46,5.0,40,56,116.299908,40.011335,2061.6,0,0,1,0,Pv8,pv,16,16,2008-10-28 02:07:46,2008-10-28 02:12:46,1,16
0,2008-10-28,02:12:51,02:15:11,2.3,39,56,116.29405,40.011299,2549.5,0,0,1,0,Pv7,pv,17,17,2008-10-28 02:12:51,2008-10-28 02:15:11,1,17
0,2008-10-28,02:15:16,02:15:56,0.7,40,56,116.299908,40.011335,2061.6,0,0,1,0,Pv8,pv,18,18,2008-10-28 02:15:16,2008-10-28 02:15:56,1,18
0,2008-10-28,02:16:01,02:21:11,5.2,39,56,116.29405,40.011299,2549.5,0,0,1,0,Pv7,pv,19,19,2008-10-28 02:16:01,2008-10-28 02:21:11,1,19
0,2008-10-28,02:21:16,02:27:31,6.2,40,56,116.299908,40.011335,2061.6,0,0,1,0,Pv8,home,20,20,2008-10-28 02:21:16,2008-10-28 02:27:31,1,20
0,2008-10-28,02:52:01,02:52:11,0.2,44,55,116.323385,40.00697,0.0,1,0,0,0,HOME,sw,21,0,2008-10-28 02:52:01,2008-10-28 02:52:11,1,0
0,2008-10-28,05:03:02,05:03:42,0.7,43,55,116.317527,40.006935,500.0,0,1,0,0,SW,none,22,1,2008-10-28 05:03:02,2008-10-28 05:03:42,2,1
0,2008-11-03,23:27:58,23:28:13,0.2,44,55,116.323385,40.00697,0.0,1,0,0,0,HOME,sw,1,0,2008-11-03 23:27:58,2008-11-03 23:28:13,0,0
0,2008-11-03,23:28:18,23:28:38,0.3,43,55,116.317527,40.006935,500.0,0,1,0,0,SW,none,2,1,2008-11-03 23:28:18,2008-11-03 23:28:38,1,1
0,2008-11-04,00:00:03,00:02:33,2.5,40,55,116.299954,40.00683,2000.0,0,0,1,0,Pv9,pn,1,1,2008-11-04 00:00:03,2008-11-04 00:02:33,1,1
0,2008-11-04,00:02:38,00:08:23,5.8,40,56,116.299908,40.011335,2061.6,0,0,0,1,Pn4,pn,2,2,2008-11-04 00:02:38,2008-11-04 00:08:23,1,2
0,2008-11-04,00:08:28,00:14:53,6.4,39,56,116.29405,40.011299,2549.5,0,0,0,1,Pn3,pn,3,3,2008-11-04 00:08:28,2008-11-04 00:14:53,1,3
0,2008-11-04,00:14:58,00:15:08,0.2,40,56,116.299908,40.011335,2061.6,0,0,0,1,Pn4,pn,4,4,2008-11-04 00:14:58,2008-11-04 00:15:08,1,4
0,2008-11-04,00:15:48,00:15:48,0.0,39,56,116.29405,40.011299,2549.5,0,0,0,1,Pn3,pn,5,5,2008-11-04 00:15:48,2008-11-04 00:15:48,1,5
0,2008-11-04,00:15:53,00:15:53,0.0,40,56,116.299908,40.011335,2061.6,0,0,0,1,Pn4,pn,6,6,2008-11-04 00:15:53,2008-11-04 00:15:53,1,6
0,2008-11-04,00:15:58,00:16:48,0.8,39,56,116.29405,40.011299,2549.5,0,0,0,1,Pn3,pn,7,7,2008-11-04 00:15:58,2008-11-04 00:16:48,1,7
0,2008-11-04,00:16:53,00:18:03,1.2,40,56,116.299908,40.011335,2061.6,0,0,0,1,Pn4,pn,8,8,2008-11-04 00:16:53,2008-11-04 00:18:03,1,8
0,2008-11-04,00:18:08,00:59:38,41.5,39,56,116.29405,40.011299,2549.5,0,0,0,1,Pn3,pn,9,9,2008-11-04 00:18:08,2008-11-04 00:59:38,1,9
0,2008-11-04,00:59:43,00:59:48,0.1,40,56,116.299908,40.011335,2061.6,0,0,0,1,Pn4,pn,10,10,2008-11-04 00:59:43,2008-11-04 00:59:48,1,10
0,2008-11-04,00:59:53,01:00:43,0.8,39,56,116.29405,40.011299,2549.5,0,0,0,1,Pn3,pn,11,11,2008-11-04 00:59:53,2008-11-04 01:00:43,1,11
0,2008-11-04,01:00:48,01:00:48,0.0,40,56,116.299908,40.011335,2061.6,0,0,0,1,Pn4,pn,12,12,2008-11-04 01:00:48,2008-11-04 01:00:48,1,12
0,2008-11-04,01:00:53,01:00:53,0.0,39,56,116.29405,40.011299,2549.5,0,0,0,1,Pn3,pn,13,13,2008-11-04 01:00:53,2008-11-04 01:00:53,1,13
0,2008-11-04,01:00:58,01:00:58,0.0,40,56,116.299908,40.011335,2061.6,0,0,0,1,Pn4,pn,14,14,2008-11-04 01:00:58,2008-11-04 01:00:58,1,14
0,2008-11-04,01:01:03,01:01:23,0.3,39,56,116.29405,40.011299,2549.5,0,0,0,1,Pn3,pn,15,15,2008-11-04 01:01:03,2008-11-04 01:01:23,1,15
0,2008-11-04,01:01:28,01:01:33,0.1,40,56,116.299908,40.011335,2061.6,0,0,0,1,Pn4,pn,16,16,2008-11-04 01:01:28,2008-11-04 01:01:33,1,16
0,2008-11-04,01:01:38,01:02:43,1.1,39,56,116.29405,40.011299,2549.5,0,0,0,1,Pn3,pn,17,17,2008-11-04 01:01:38,2008-11-04 01:02:43,1,17
0,2008-11-04,01:02:48,01:02:48,0.0,40,56,116.299908,40.011335,2061.6,0,0,0,1,Pn4,pn,18,18,2008-11-04 01:02:48,2008-11-04 01:02:48,1,18
0,2008-11-04,01:02:53,01:02:53,0.0,39,56,116.29405,40.011299,2549.5,0,0,0,1,Pn3,pn,19,19,2008-11-04 01:02:53,2008-11-04 01:02:53,1,19
0,2008-11-04,01:02:58,01:02:58,0.0,40,56,116.299908,40.011335,2061.6,0,0,0,1,Pn4,pn,20,20,2008-11-04 01:02:58,2008-11-04 01:02:58,1,20
0,2008-11-04,01:03:03,01:03:08,0.1,39,56,116.29405,40.011299,2549.5,0,0,0,1,Pn3,pn,21,21,2008-11-04 01:03:03,2008-11-04 01:03:08,1,21
0,2008-11-04,01:03:13,01:07:48,4.6,40,56,116.299908,40.011335,2061.6,0,0,0,1,Pn4,pn,22,22,2008-11-04 01:03:13,2008-11-04 01:07:48,1,22
0,2008-11-04,01:07:53,01:11:08,3.2,39,56,116.29405,40.011299,2549.5,0,0,0,1,Pn3,pn,23,23,2008-11-04 01:07:53,2008-11-04 01:11:08,1,23
0,2008-11-04,01:11:13,01:13:03,1.8,40,56,116.299908,40.011335,2061.6,0,0,0,1,Pn4,pv,24,24,2008-11-04 01:11:13,2008-11-04 01:13:03,1,24
0,2008-11-04,01:13:08,01:13:48,0.7,40,55,116.299954,40.00683,2000.0,0,0,1,0,Pv9,pn,25,25,2008-11-04 01:13:08,2008-11-04 01:13:48,1,25
0,2008-11-04,01:13:53,01:19:18,5.4,39,55,116.294097,40.006795,2500.0,0,0,0,1,Pn2,pv,26,26,2008-11-04 01:13:53,2008-11-04 01:19:18,1,26
0,2008-11-04,01:19:23,01:28:53,9.5,40,55,116.299954,40.00683,2000.0,0,0,1,0,Pv9,pn,27,27,2008-11-04 01:19:23,2008-11-04 01:28:53,1,27
0,2008-11-04,01:28:58,01:30:48,1.8,39,55,116.294097,40.006795,2500.0,0,0,0,1,Pn2,pn,28,28,2008-11-04 01:28:58,2008-11-04 01:30:48,1,28
0,2008-11-04,01:30:53,01:33:38,2.8,39,56,116.29405,40.011299,2549.5,0,0,0,1,Pn3,pn,29,29,2008-11-04 01:30:53,2008-11-04 01:33:38,1,29
0,2008-11-04,01:33:43,01:55:33,21.8,39,55,116.294097,40.006795,2500.0,0,0,0,1,Pn2,pv,30,30,2008-11-04 01:33:43,2008-11-04 01:55:33,1,30
0,2008-11-04,01:55:38,01:55:38,0.0,40,55,116.299954,40.00683,2000.0,0,0,1,0,Pv9,pn,31,31,2008-11-04 01:55:38,2008-11-04 01:55:38,1,31
0,2008-11-04,01:55:43,01:55:43,0.0,40,56,116.299908,40.011335,2061.6,0,0,0,1,Pn4,pn,32,32,2008-11-04 01:55:43,2008-11-04 01:55:43,1,32
0,2008-11-04,01:55:48,02:02:53,7.1,39,56,116.29405,40.011299,2549.5,0,0,0,1,Pn3,pn,33,33,2008-11-04 01:55:48,2008-11-04 02:02:53,1,33
0,2008-11-04,02:02:58,02:04:23,1.4,39,55,116.294097,40.006795,2500.0,0,0,0,1,Pn2,pv,34,34,2008-11-04 02:02:58,2008-11-04 02:04:23,1,34
0,2008-11-04,02:04:28,02:19:53,15.4,40,55,116.299954,40.00683,2000.0,0,0,1,0,Pv9,pn,35,35,2008-11-04 02:04:28,2008-11-04 02:19:53,1,35
0,2008-11-04,02:19:58,02:27:48,7.8,39,55,116.294097,40.006795,2500.0,0,0,0,1,Pn2,pv,36,36,2008-11-04 02:19:58,2008-11-04 02:27:48,1,36
0,2008-11-04,02:27:53,02:27:58,0.1,40,55,116.299954,40.00683,2000.0,0,0,1,0,Pv9,pn,37,37,2008-11-04 02:27:53,2008-11-04 02:27:58,1,37
0,2008-11-04,02:28:03,02:28:13,0.2,39,55,116.294097,40.006795,2500.0,0,0,0,1,Pn2,pv,38,38,2008-11-04 02:28:03,2008-11-04 02:28:13,1,38
0,2008-11-04,02:28:18,02:30:18,2.0,40,55,116.299954,40.00683,2000.0,0,0,1,0,Pv9,pn,39,39,2008-11-04 02:28:18,2008-11-04 02:30:18,1,39
0,2008-11-04,02:30:23,02:32:48,2.4,39,55,116.294097,40.006795,2500.0,0,0,0,1,Pn2,pv,40,40,2008-11-04 02:30:23,2008-11-04 02:32:48,1,40
0,2008-11-04,02:32:53,02:33:28,0.6,40,55,116.299954,40.00683,2000.0,0,0,1,0,Pv9,pn,41,41,2008-11-04 02:32:53,2008-11-04 02:33:28,1,41
0,2008-11-04,02:33:33,02:33:58,0.4,40,56,116.299908,40.011335,2061.6,0,0,0,1,Pn4,pn,42,42,2008-11-04 02:33:33,2008-11-04 02:33:58,1,42
0,2008-11-04,02:34:03,02:34:08,0.1,39,56,116.29405,40.011299,2549.5,0,0,0,1,Pn3,pn,43,43,2008-11-04 02:34:03,2008-11-04 02:34:08,1,43
0,2008-11-04,02:34:13,02:34:43,0.5,40,56,116.299908,40.011335,2061.6,0,0,0,1,Pn4,pn,44,44,2008-11-04 02:34:13,2008-11-04 02:34:43,1,44
0,2008-11-04,02:34:48,02:38:53,4.1,39,56,116.29405,40.011299,2549.5,0,0,0,1,Pn3,pn,45,45,2008-11-04 02:34:48,2008-11-04 02:38:53,1,45
0,2008-11-04,02:38:58,02:39:08,0.2,40,56,116.299908,40.011335,2061.6,0,0,0,1,Pn4,pn,46,46,2008-11-04 02:38:58,2008-11-04 02:39:08,1,46
0,2008-11-04,02:41:58,02:43:38,1.7,39,56,116.29405,40.011299,2549.5,0,0,0,1,Pn3,pn,47,47,2008-11-04 02:41:58,2008-11-04 02:43:38,1,47
0,2008-11-04,02:43:43,02:43:58,0.2,40,56,116.299908,40.011335,2061.6,0,0,0,1,Pn4,pn,48,48,2008-11-04 02:43:43,2008-11-04 02:43:58,1,48
0,2008-11-04,02:44:03,02:44:43,0.7,39,56,116.29405,40.011299,2549.5,0,0,0,1,Pn3,pn,49,49,2008-11-04 02:44:03,2008-11-04 02:44:43,1,49
0,2008-11-04,02:44:48,02:44:48,0.0,40,56,116.299908,40.011335,2061.6,0,0,0,1,Pn4,pn,50,50,2008-11-04 02:44:48,2008-11-04 02:44:48,1,50
0,2008-11-04,02:53:13,02:55:33,2.3,39,56,116.29405,40.011299,2549.5,0,0,0,1,Pn3,pn,51,51,2008-11-04 02:53:13,2008-11-04 02:55:33,1,51
0,2008-11-04,02:55:38,03:00:53,5.2,40,56,116.299908,40.011335,2061.6,0,0,0,1,Pn4,pv,52,52,2008-11-04 02:55:38,2008-11-04 03:00:53,1,52
0,2008-11-04,03:00:58,03:08:38,7.7,40,55,116.299954,40.00683,2000.0,0,0,1,0,Pv9,sw,53,53,2008-11-04 03:00:58,2008-11-04 03:08:38,1,53
0,2008-11-04,03:25:58,03:26:48,0.8,43,55,116.317527,40.006935,500.0,0,1,0,0,SW,home,54,54,2008-11-04 03:25:58,2008-11-04 03:26:48,1,54
0,2008-11-04,03:26:53,03:27:18,0.4,44,55,116.323385,40.00697,0.0,1,0,0,0,HOME,none,55,0,2008-11-04 03:26:53,2008-11-04 03:27:18,1,0
0,2008-11-11,00:17:04,00:17:04,0.0,40,56,116.299908,40.011335,2061.6,0,0,0,1,Pn8,pn,1,1,2008-11-11 00:17:04,2008-11-11 00:17:04,1,1
0,2008-11-11,00:17:09,00:39:44,22.6,39,56,116.29405,40.011299,2549.5,0,0,0,1,Pn6,pn,2,2,2008-11-11 00:17:09,2008-11-11 00:39:44,1,2
0,2008-11-11,00:39:49,00:41:09,1.3,40,56,116.299908,40.011335,2061.6,0,0,0,1,Pn8,pn,3,3,2008-11-11 00:39:49,2008-11-11 00:41:09,1,3
0,2008-11-11,00:41:14,00:46:54,5.7,39,56,116.29405,40.011299,2549.5,0,0,0,1,Pn6,pn,4,4,2008-11-11 00:41:14,2008-11-11 00:46:54,1,4
0,2008-11-11,00:46:59,00:47:39,0.7,40,56,116.299908,40.011335,2061.6,0,0,0,1,Pn8,pn,5,5,2008-11-11 00:46:59,2008-11-11 00:47:39,1,5
0,2008-11-11,00:47:44,00:48:44,1.0,39,56,116.29405,40.011299,2549.5,0,0,0,1,Pn6,pn,6,6,2008-11-11 00:47:44,2008-11-11 00:48:44,1,6
0,2008-11-11,00:48:49,00:49:54,1.1,40,56,116.299908,40.011335,2061.6,0,0,0,1,Pn8,pn,7,7,2008-11-11 00:48:49,2008-11-11 00:49:54,1,7
0,2008-11-11,00:49:59,00:52:14,2.2,39,56,116.29405,40.011299,2549.5,0,0,0,1,Pn6,pn,8,8,2008-11-11 00:49:59,2008-11-11 00:52:14,1,8
0,2008-11-11,00:52:19,00:53:04,0.8,40,56,116.299908,40.011335,2061.6,0,0,0,1,Pn8,pn,9,9,2008-11-11 00:52:19,2008-11-11 00:53:04,1,9
0,2008-11-11,00:53:09,00:53:24,0.2,39,56,116.29405,40.011299,2549.5,0,0,0,1,Pn6,pn,10,10,2008-11-11 00:53:09,2008-11-11 00:53:24,1,10
0,2008-11-11,00:53:29,00:55:44,2.2,40,56,116.299908,40.011335,2061.6,0,0,0,1,Pn8,pn,11,11,2008-11-11 00:53:29,2008-11-11 00:55:44,1,11
0,2008-11-11,00:55:49,00:57:49,2.0,39,56,116.29405,40.011299,2549.5,0,0,0,1,Pn6,pn,12,12,2008-11-11 00:55:49,2008-11-11 00:57:49,1,12
0,2008-11-11,00:57:54,01:09:54,12.0,39,55,116.294097,40.006795,2500.0,0,0,0,1,Pn5,pn,13,13,2008-11-11 00:57:54,2008-11-11 01:09:54,1,13
0,2008-11-11,01:09:59,01:12:44,2.8,39,56,116.29405,40.011299,2549.5,0,0,0,1,Pn6,pn,14,14,2008-11-11 01:09:59,2008-11-11 01:12:44,1,14
0,2008-11-11,01:12:49,01:15:44,2.9,39,55,116.294097,40.006795,2500.0,0,0,0,1,Pn5,pn,15,15,2008-11-11 01:12:49,2008-11-11 01:15:44,1,15
0,2008-11-11,01:15:49,01:15:49,0.0,40,55,116.299954,40.00683,2000.0,0,0,0,1,Pn7,pn,16,16,2008-11-11 01:15:49,2008-11-11 01:15:49,1,16
0,2008-11-11,01:15:54,01:17:34,1.7,39,55,116.294097,40.006795,2500.0,0,0,0,1,Pn5,pn,17,17,2008-11-11 01:15:54,2008-11-11 01:17:34,1,17
0,2008-11-11,01:17:39,01:18:34,0.9,40,55,116.299954,40.00683,2000.0,0,0,0,1,Pn7,pn,18,18,2008-11-11 01:17:39,2008-11-11 01:18:34,1,18
0,2008-11-11,01:18:39,01:20:24,1.8,39,55,116.294097,40.006795,2500.0,0,0,0,1,Pn5,pn,19,19,2008-11-11 01:18:39,2008-11-11 01:20:24,1,19
0,2008-11-11,01:20:29,01:20:44,0.2,40,55,116.299954,40.00683,2000.0,0,0,0,1,Pn7,pn,20,20,2008-11-11 01:20:29,2008-11-11 01:20:44,1,20
0,2008-11-11,01:20:49,01:21:24,0.6,39,55,116.294097,40.006795,2500.0,0,0,0,1,Pn5,pn,21,21,2008-11-11 01:20:49,2008-11-11 01:21:24,1,21
0,2008-11-11,01:21:29,01:25:14,3.8,39,56,116.29405,40.011299,2549.5,0,0,0,1,Pn6,pn,22,22,2008-11-11 01:21:29,2008-11-11 01:25:14,1,22
0,2008-11-11,01:25:19,01:26:54,1.6,39,55,116.294097,40.006795,2500.0,0,0,0,1,Pn5,pn,23,23,2008-11-11 01:25:19,2008-11-11 01:26:54,1,23
0,2008-11-11,01:26:59,01:31:09,4.2,40,55,116.299954,40.00683,2000.0,0,0,0,1,Pn7,pn,24,24,2008-11-11 01:26:59,2008-11-11 01:31:09,1,24
0,2008-11-11,01:31:14,01:31:59,0.8,39,55,116.294097,40.006795,2500.0,0,0,0,1,Pn5,pn,25,25,2008-11-11 01:31:14,2008-11-11 01:31:59,1,25
0,2008-11-11,01:32:04,01:32:49,0.8,39,56,116.29405,40.011299,2549.5,0,0,0,1,Pn6,pn,26,26,2008-11-11 01:32:04,2008-11-11 01:32:49,1,26
0,2008-11-11,01:32:54,01:33:14,0.3,39,55,116.294097,40.006795,2500.0,0,0,0,1,Pn5,pn,27,27,2008-11-11 01:32:54,2008-11-11 01:33:14,1,27
0,2008-11-11,01:33:19,01:36:09,2.8,39,56,116.29405,40.011299,2549.5,0,0,0,1,Pn6,pn,28,28,2008-11-11 01:33:19,2008-11-11 01:36:09,1,28
0,2008-11-11,01:36:14,01:36:39,0.4,39,55,116.294097,40.006795,2500.0,0,0,0,1,Pn5,pn,29,29,2008-11-11 01:36:14,2008-11-11 01:36:39,1,29
0,2008-11-11,01:36:44,01:36:44,0.0,40,55,116.299954,40.00683,2000.0,0,0,0,1,Pn7,pn,30,30,2008-11-11 01:36:44,2008-11-11 01:36:44,1,30
0,2008-11-11,01:36:49,01:36:59,0.2,39,55,116.294097,40.006795,2500.0,0,0,0,1,Pn5,pn,31,31,2008-11-11 01:36:49,2008-11-11 01:36:59,1,31
0,2008-11-11,01:37:04,01:39:09,2.1,39,56,116.29405,40.011299,2549.5,0,0,0,1,Pn6,pn,32,32,2008-11-11 01:37:04,2008-11-11 01:39:09,1,32
0,2008-11-11,01:39:14,01:42:14,3.0,39,55,116.294097,40.006795,2500.0,0,0,0,1,Pn5,pn,33,33,2008-11-11 01:39:14,2008-11-11 01:42:14,1,33
0,2008-11-11,01:42:19,01:48:09,5.8,40,55,116.299954,40.00683,2000.0,0,0,0,1,Pn7,pn,34,34,2008-11-11 01:42:19,2008-11-11 01:48:09,1,34
0,2008-11-11,01:48:14,01:50:09,1.9,39,55,116.294097,40.006795,2500.0,0,0,0,1,Pn5,pn,35,35,2008-11-11 01:48:14,2008-11-11 01:50:09,1,35
0,2008-11-11,01:50:14,01:56:29,6.2,39,56,116.29405,40.011299,2549.5,0,0,0,1,Pn6,pn,36,36,2008-11-11 01:50:14,2008-11-11 01:56:29,1,36
0,2008-11-11,01:56:34,01:56:49,0.2,40,56,116.299908,40.011335,2061.6,0,0,0,1,Pn8,pn,37,37,2008-11-11 01:56:34,2008-11-11 01:56:49,1,37
0,2008-11-11,01:56:54,02:04:29,7.6,39,56,116.29405,40.011299,2549.5,0,0,0,1,Pn6,pn,38,38,2008-11-11 01:56:54,2008-11-11 02:04:29,1,38
0,2008-11-11,02:04:34,02:09:04,4.5,40,56,116.299908,40.011335,2061.6,0,0,0,1,Pn8,pn,39,39,2008-11-11 02:04:34,2008-11-11 02:09:04,1,39
0,2008-11-11,02:14:09,02:14:29,0.3,40,55,116.299954,40.00683,2000.0,0,0,0,1,Pn7,sw,40,40,2008-11-11 02:14:09,2008-11-11 02:14:29,1,40
0,2008-11-11,02:34:09,02:35:54,1.8,43,55,116.317527,40.006935,500.0,0,1,0,0,SW,none,41,41,2008-11-11 02:34:09,2008-11-11 02:35:54,1,41
0,2008-11-12,02:30:03,03:34:03,64.0,44,53,116.323474,39.99796,1000.0,0,0,1,0,Pv10,home,1,1,2008-11-12 02:30:03,2008-11-12 03:34:03,1,1
0,2008-11-12,03:36:18,03:49:38,13.3,44,55,116.323385,40.00697,0.0,1,0,0,0,HOME,sw,2,0,2008-11-12 03:36:18,2008-11-12 03:49:38,1,0
0,2008-11-12,04:21:25,04:21:25,0.0,43,55,116.317527,40.006935,500.0,0,1,0,0,SW,home,3,1,2008-11-12 04:21:25,2008-11-12 04:21:25,2,1
0,2008-11-12,04:24:57,04:29:12,4.2,44,55,116.323385,40.00697,0.0,1,0,0,0,HOME,pv,4,0,2008-11-12 04:24:57,2008-11-12 04:29:12,2,0
0,2008-11-12,04:44:09,04:44:19,0.2,44,53,116.323474,39.99796,1000.0,0,0,1,0,Pv10,home,5,1,2008-11-12 04:44:09,2008-11-12 04:44:19,3,1
0,2008-11-12,04:52:19,05:07:04,14.8,44,55,116.323385,40.00697,0.0,1,0,0,0,HOME,sw,6,0,2008-11-12 04:52:19,2008-11-12 05:07:04,3,0
0,2008-11-12,05:07:09,05:09:14,2.1,43,55,116.317527,40.006935,500.0,0,1,0,0,SW,home,7,1,2008-11-12 05:07:09,2008-11-12 05:09:14,4,1
0,2008-11-12,09:14:00,09:15:40,1.7,44,55,116.323385,40.00697,0.0,1,0,0,0,HOME,none,8,0,2008-11-12 09:14:00,2008-11-12 09:15:40,4,0
0,2008-11-13,03:46:08,03:46:33,0.4,44,55,116.323385,40.00697,0.0,1,0,0,0,HOME,sw,1,0,2008-11-13 03:46:08,2008-11-13 03:46:33,0,0
0,2008-11-13,03:46:38,03:47:08,0.5,43,55,116.317527,40.006935,500.0,0,1,0,0,SW,home,2,1,2008-11-13 03:46:38,2008-11-13 03:47:08,1,1
0,2008-11-13,03:47:13,03:49:48,2.6,44,55,116.323385,40.00697,0.0,1,0,0,0,HOME,sw,3,0,2008-11-13 03:47:13,2008-11-13 03:49:48,1,0
0,2008-11-13,03:49:53,03:51:03,1.2,43,55,116.317527,40.006935,500.0,0,1,0,0,SW,home,4,1,2008-11-13 03:49:53,2008-11-13 03:51:03,2,1
0,2008-11-13,03:51:08,03:51:33,0.4,44,55,116.323385,40.00697,0.0,1,0,0,0,HOME,sw,5,0,2008-11-13 03:51:08,2008-11-13 03:51:33,2,0
0,2008-11-13,03:51:38,03:52:13,0.6,43,55,116.317527,40.006935,500.0,0,1,0,0,SW,home,6,1,2008-11-13 03:51:38,2008-11-13 03:52:13,3,1
0,2008-11-13,03:52:18,03:52:48,0.5,44,55,116.323385,40.00697,0.0,1,0,0,0,HOME,sw,7,0,2008-11-13 03:52:18,2008-11-13 03:52:48,3,0
0,2008-11-13,03:52:53,03:53:28,0.6,43,55,116.317527,40.006935,500.0,0,1,0,0,SW,home,8,1,2008-11-13 03:52:53,2008-11-13 03:53:28,4,1
0,2008-11-13,06:49:54,06:51:59,2.1,44,55,116.323385,40.00697,0.0,1,0,0,0,HOME,sw,9,0,2008-11-13 06:49:54,2008-11-13 06:51:59,4,0
